raw_score,social_awareness_percentile,social_awareness_t,social_cognition_percentile,social_cognition_t,social_comunication_percentile,social_communication_t,social_motivation_percentile,social_motivation_t,repetitive_patterns_percentile,repetitive_patterns_t,social_interaction_percentile,social_interaction_t,total_percentile,total_t
164,,,,,,,,,,,,,99,79,,
163,,,,,,,,,,,,,99,75,,
162,,,,,,,,,,,,,99,75,,
161,,,,,,,,,,,,,99,75,,
160,,,,,,,,,,,,,99,75,,
159,,,,,,,,,,,,,99,75,,
158,,,,,,,,,,,,,99,75,,
157,,,,,,,,,,,,,99,75,,
156,,,,,,,,,,,,,99,75,,
155,,,,,,,,,,,,,99,75,,
154,,,,,,,,,,,,,99,75,,
153,,,,,,,,,,,,,99,75,,
152,,,,,,,,,,,,,99,74,,
151,,,,,,,,,,,,,99,74,,
150,,,,,,,,,,,,,99,74,,
149,,,,,,,,,,,,,99,74,,
148,,,,,,,,,,,,,99,74,,
147,,,,,,,,,,,,,99,74,,
146,,,,,,,,,,,,,99,74,,
145,,,,,,,,,,,,,99,74,,
144,,,,,,,,,,,,,99,74,,
143,,,,,,,,,,,,,99,74,,
142,,,,,,,,,,,,,99,74,,
141,,,,,,,,,,,,,99,74,,
140,,,,,,,,,,,,,99,74,,
139,,,,,,,,,,,,,99,74,,
138,,,,,,,,,,,,,99,74,,
137,,,,,,,,,,,,,99,74,,
136,,,,,,,,,,,,,99,74,,
135,,,,,,,,,,,,,99,74,,
134,,,,,,,,,,,,,99,74,,
133,,,,,,,,,,,99,79,99,74,,
132,,,,,,,,,,,99,75,99,74,,
131,,,,,,,,,,,99,74,99,74,,
130,,,,,,,,,,,99,74,99,74,,
129,,,,,,,,,,,99,74,99,74,,
128,,,,,,,,,,,99,74,99,74,,
127,,,,,,,,,,,99,74,99,74,,
126,,,,,,,,,,,99,74,99,74,,
125,,,,,,,,,,,99,74,99,74,,
124,,,,,,,,,,,99,74,99,72,,
123,,,,,,,,,,,99,74,98,71,,
122,,,,,,,,,,,99,74,98,71,,
121,,,,,,,,,,,99,74,98,71,,
120,,,,,,,,,,,99,74,98,71,,
119,,,,,,,,,,,99,74,98,71,,
118,,,,,,,,,,,99,74,98,70,,
117,,,,,,,,,,,99,74,98,70,,
116,,,,,,,,,,,99,74,98,70,,
115,,,,,,,,,,,99,74,98,70,,
114,,,,,,,,,,,99,74,98,70,,
113,,,,,,,,,,,99,74,98,70,,
112,,,,,,,,,,,99,74,98,70,,
111,,,,,,,,,,,99,74,98,70,,
110,,,,,,,,,,,99,74,98,70,,
109,,,,,,,,,,,99,74,97,69,,
108,,,,,,,,,,,99,74,97,69,,
107,,,,,,,,,,,99,74,97,69,,
106,,,,,,,,,,,99,74,97,69,,
105,,,,,,,,,,,99,74,97,69,,
104,,,,,,,,,,,99,74,97,69,,
103,,,,,,,,,,,99,74,97,69,,
102,,,,,,,,,,,99,74,96,68,,
101,,,,,,,,,,,99,74,96,68,,
100,,,,,,,,,,,99,74,96,68,,
99,,,,,,,,,,,99,72,96,68,,
98,,,,,,,,,,,98,71,96,68,,
97,,,,,,,,,,,98,71,96,67,,
96,,,,,,,,,,,98,71,96,67,,
95,,,,,,,,,,,98,71,95,67,,
94,,,,,,,,,,,98,71,95,66,,
93,,,,,,,,,,,98,71,94,66,,
92,,,,,,,,,,,98,70,94,65,,
91,,,,,,,,,,,98,70,94,65,,
90,,,,,,,,,,,98,70,93,65,,
89,,,,,,,,,,,98,70,93,65,,
88,,,,,,,,,,,98,70,93,65,,
87,,,,,,,,,,,98,70,93,64,,
86,,,,,,,,,,,97,69,92,64,,
85,,,,,,,,,,,97,69,92,64,,
84,,,,,,,,,,,97,69,90,63,,
83,,,,,,,,,,,97,69,90,63,,
82,,,,,,,,,,,96,68,90,63,,
81,,,,,,,,,,,95,67,89,62,,
80,,,,,,,,,,,94,66,87,61,,
79,,,,,,,,,,,94,66,87,61,,
78,,,,,,,,,,,95,66,86,61,,
77,,,,,,,,,,,93,65,85,60,,
76,,,,,,,,,,,92,64,84,60,,
75,,,,,,,,,,,91,63,83,59,,
74,,,,,,,,,,,89,62,80,58,,
73,,,,,,,,,,,89,62,80,58,,
72,,,,,,,,,,,89,62,80,58,,
71,,,,,,,,,,,88,61,79,58,,
70,,,,,,,,,,,87,60,78,57,,
69,,,,,,,,,,,91,63,78,58,,
68,,,,,,,,,,,86,60,77,57,,
67,,,,,,,,,,,85,59,76,56,,
66,,,,,,,,,,,84,58,75,56,,
65,,,,,,,,,,,83,57,74,55,,
64,,,,,,,,,,,82,56,73,54,,
63,,,,,,,,,,,81,55,72,54,,
62,,,,,,,,,,,80,54,71,53,,
61,,,,,,,,,,,79,53,70,52,,
60,,,,,99,79,,,,,78,52,69,51,,
59,,,,,99,75,,,,,80,58,63,53,,
58,,,,,99,75,,,,,77,51,68,50,,
57,,,,,99,75,,,,,76,50,67,49,,
56,,,,,99,75,,,,,75,49,66,48,,
55,,,,,99,75,,,,,74,48,65,47,,
54,,,,,99,75,,,,,73,47,64,46,,
53,,,,,99,75,,,,,72,46,63,45,,
52,,,,,99,74,,,,,71,45,62,44,,
51,,,,,99,74,,,,,70,44,61,43,,
50,,,,,99,74,,,,,69,43,60,42,,
49,,,,,99,74,,,,,59,52,45,49,,
48,,,,,99,74,,,,,58,52,44,48,,
47,,,,,99,74,,,,,57,51,43,47,,
46,,,,,99,74,,,,,56,50,42,46,,
45,,,,,99,72,,,,,55,49,41,45,,
44,,,,,99,72,,,,,54,48,40,44,,
43,,,,,98,71,,,,,53,47,39,43,,
42,,,,,98,71,,,,,52,46,38,42,,
41,,,,,98,70,,,,,51,45,37,41,,
40,,,,,98,70,,,,,50,44,36,40,,
39,,,,,98,70,,,,,49,43,35,39,,
38,,,,,97,69,,,,,48,42,34,38,,
37,,,,,96,68,,,,,47,41,33,37,,
36,,,,,96,67,,,,,46,40,32,36,,
35,,,,,94,66,,,,,45,39,31,35,,
34,,,,,93,65,,,,,44,38,30,34,,
33,,,,,92,64,,,,,43,37,29,33,,
32,,,,,91,63,,,99,79,42,36,28,32,,
31,,,99,75,91,63,,,99,75,41,35,27,31,,
30,,,99,74,89,63,,,99,75,40,34,26,30,,
29,,,99,74,88,62,99,79,99,75,39,33,25,29,,
28,,,99,74,87,61,99,75,99,75,38,32,24,28,,
27,,,99,74,85,61,99,75,99,75,37,31,23,27,,
26,,,99,74,83,60,99,75,98,74,36,30,22,26,,
25,,,99,74,81,59,99,75,97,73,35,29,21,25,,
24,,,99,72,78,58,99,74,96,72,34,28,20,24,,
23,,,99,72,75,57,99,72,95,71,33,27,19,23,,
22,,,98,71,73,56,99,72,94,70,32,26,18,22,,
21,,,98,70,68,55,98,70,93,69,31,25,17,21,,
20,,,97,69,64,53,97,68,92,68,30,24,16,20,,
19,99,79,96,68,60,52,95,67,91,67,29,23,15,19,,
18,99,75,95,66,56,51,94,65,90,66,28,22,14,18,,
17,99,75,93,64,52,51,91,63,89,65,27,21,13,17,,
16,99,75,90,63,49,50,88,62,88,64,26,20,12,16,,
15,99,74,86,61,43,48,84,60,87,63,1,23,1,21,,
14,98,70,81,59,39,47,79,58,72,56,1,23,1,21,,
13,98,70,75,57,34,46,74,56,72,56,1,23,1,21,,
12,95,66,68,55,30,45,68,55,72,56,1,23,1,21,,
11,90,63,60,53,26,44,61,53,72,56,1,23,1,21,,
10,81,59,54,51,22,42,53,51,72,56,1,23,1,21,,
9,69,55,48,49,17,40,45,49,65,54,1,23,1,21,,
8,56,52,40,47,13,39,36,47,57,52,1,23,1,21,,
7,44,48,32,45,9,36,25,43,49,50,1,23,1,21,,
6,29,44,24,43,6,34,17,41,42,48,1,23,1,21,,
5,14,39,18,41,4,33,12,38,35,46,1,23,1,21,,
4,6,35,13,39,2,30,6,34,28,44,1,23,1,21,,
3,3,31,8,36,1,26,2,30,19,41,1,23,1,21,,
2,1,26,3,32,1,26,1,26,10,37,1,23,1,21,,
1,1,21,1,26,1,26,1,21,3,31,1,23,1,21,,
0,1,21,1,21,1,26,1,21,1,23,1,23,1,21,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,87,62,,,,,,
,,,,,,,,,85,60,,,,,,
,,,,,,,,,81,60,,,,,,
,,,,,,,,,81,59,,,,,,
,,,,,,,,,78,58,,,,,,
,,,,,,,,,72,56,,,,,,
,,,,,,,,,66,54,,,,,,
,,,,,,,,,57,52,,,,,,
,,,,,,,,,49,50,,,,,,
,,,,,,,,,41,48,,,,,,
,,,,,,,,,35,46,,,,,,
,,,,,,,,,28,44,,,,,,
,,,,,,,,,20,41,,,,,,
,,,,,,,,,10,37,,,,,,
,,,,,,,,,4,33,,,,,,
,,,,,,,,,1,23,,,,,,
,,,,,,,,,,,,,,,,
